時間,Group1_Production_産業機械_#06,Group2_Production_産業機械_#09,Group3_Production_産業機械_#01,Group3_Production_産業機械_#03,Group3_Production_産業機械_#12,Group3_Production_産業機械_#14,Group3_Production_産業機械_#15,Group4_Production_産業機械_#04,Group4_Production_産業機械_#10,Group5_Production_製造機械_#02,Group5_Production_製造機械_#08,Group5_Production_製造機械_#13,Group6_Production_産業機械_#05,Group6_Production_産業機械_#07,Group6_Production_産業機械_#11,Group7_Production_産業機械_#16,
00:34,16.8,0.6,12,14.2,0,77,0,0,0,0.8,0,13.200000000000001,0,0.2,27,0,
00:35,16.2,0,12.2,14.000000000000002,0,76,0,0,0,0.6,0,12.8,0,0.6,28.199999999999996,0,
00:36,16.8,0.4,12.4,14.6,0,77,0,0,0,0.8,0,13.200000000000001,0,0.2,28.000000000000004,0,
00:37,17.2,1,12.2,14.6,0,77.4,0,0,0,1,0,13.4,0,0,28.000000000000004,0,
00:38,16.8,0.8,12,14.2,0,77.2,0,0,0,1,0,13.200000000000001,0,0,27.6,0,
00:39,16.6,0.2,12.4,14.000000000000002,0,76.6,0,0,0,0.6,0,13.200000000000001,0,0.2,28.4,0,
00:40,17.2,1,12,14.799999999999999,0,77.4,0,0,0,1,0,13.4,0,0,27.400000000000002,0,
00:41,16.8,0.4,12.2,14.000000000000002,0,76.8,0,0,0,0.8,0,13.4,0,0.2,28.199999999999996,0,
00:42,16.400000000000002,0,12.6,13.8,0,76.8,0,0,0,0.6,0,13,0,0.4,28.999999999999996,0,
00:43,17,0.8,12.4,14.399999999999999,0,77.8,0,0,0,1,0,13.200000000000001,0,0.2,28.000000000000004,0,
00:44,17.2,1,12.2,14.399999999999999,0,77.60000000000001,0,0,0,1,0,13.4,0,0,27.800000000000004,0,
00:45,17,0.8,12.4,13.8,0,77,0,0,0,0.8,0,13.200000000000001,0,0.6,28.000000000000004,0,
00:46,16.6,0.4,12.2,13.4,0,76.6,0,0,0,0.6,0,13.4,0,0.8,28.4,0,
00:47,16.8,0.8,12.2,14.000000000000002,0,77.4,0,0,0,0.8,0,13,0,0,28.000000000000004,0,
00:48,16.8,1,12.2,14.2,0,78,0,0,0,1,0,13,0,0,28.199999999999996,0,
00:49,16.6,0.2,12.6,13.4,0,76.8,0,0,0,0.6,0,13,0,0.4,28.799999999999997,0,
00:50,16.8,1,12.2,13.600000000000001,0,78,0,0,0,0.8,0,13,0,0.2,27.800000000000004,0,
00:51,16.400000000000002,0.4,12.2,14.000000000000002,0,77.4,0,0,0,0.6,0,13,0,0.2,28.4,0,
00:52,16.8,0.6,12.4,14.000000000000002,0,77.4,0,0,0,0.8,0,13.200000000000001,0,0,28.4,0,
00:53,17,0.8,12.4,14.2,0,78.4,0,0,0,0.8,0,13.200000000000001,0,0,28.000000000000004,0,
00:54,16.8,0.8,12.2,14.000000000000002,0,77.60000000000001,0,0,0,0.8,0,13.200000000000001,0,0,27.800000000000004,0,
